orf1	gene1	type	orf2	gene2	descr	ref	evi
YER016w	BIM1	genetic	YKR054c	DYN1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLL049w	YLL049W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR085c	ARP6	Cell structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR190w	MMR1	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR200w	YKE2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR262c	YPT6	Vesicular transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR315w	NKP2	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR373c	VID22	Vacuolar organization and biogenesis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR381w	CTF3	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR384c	IKI3	Pol II transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YLR386w	VAC14	Vacuolar organization and biogenesis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YML016c	PPZ1	Signal transduction	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YML032c	RAD52	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YML094c-a	YML094C-A	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YML094w	GIM5	Cell structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YML124c	TUB3	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR048w	CSM3	Meiosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR055c	BUB2	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR078c	CTF18	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR224c	MRE11	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR263w	SAP30	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR294w	JNM1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR299c	YMR299C	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YMR312w	ELP6	Pol II transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL097c	PHO23	Phosphate metabolism	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL106c	INP52	Lipid metabolism	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL136w	YNL136W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL153c	GIM3	Cell structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL170w	YNL170W	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL201c	YNL201C	Carbohydrate metabolism	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL215w	IES2	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL273w	TOF1	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL298w	CLA4	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNL307c	MCK1	Meiosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YNR051c	BRE5	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YOL012c	HTZ1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YOR026w	BUB3	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YOR058c	ASE1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YOR195w	SLK19	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YOR269w	PAC1	Mitosis	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YOR349w	CIN1	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL008w	CHL1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL017c	YPL017C	Unknown	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL018w	CTF19	Chromatin/chromosome structure	11743205	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL086c	ELP3	Pol II transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL101w	ELP4	Pol II transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL102c	KRE24	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL155c	KIP2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPL174c	NIP100	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPR046w	MCM16	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPR135w	CTF4	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER016w	BIM1	genetic	YPR164w	MMS1	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER173w	RAD24	genetic	YCL060c	MRC1	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER173w	RAD24	genetic	YJR104c	SOD1	Cell stress	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER173w	RAD24	genetic	YKL213c	DOA1	Protein degradation	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YER173w	RAD24	genetic	YMR078c	CTF18	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YER173w	RAD24	genetic	YNL273w	TOF1	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YCL016c	DCC1	Chromatin/chromosome structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YCR065w	HCM1	Pol II transcription	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YDR318w	MCM21	Chromatin/chromosome structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YEL003w	GIM4	Cell structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YEL062w	NPR2	Small molecule transport	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YER007w	PAC2	Cell structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YER155c	BEM2	Cell polarity	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YFR010w	UBP6	Protein modification	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YJL013c	MAD3	Mitosis	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YJL030w	MAD2	Mitosis	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YKL048c	ELM1	Cell polarity	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YKR054c	DYN1	Mitosis	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YLR262c	YPT6	Vesicular transport	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YLR386w	VAC14	Vacuolar organization and biogenesis	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YML094w	GIM5	Cell structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YMR138w	CIN4	Cell structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YMR198w	CIK1	Mitosis	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YMR294w	JNM1	Mitosis	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YMR299c	YMR299C	Unknown	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YOR349w	CIN1	Cell structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YFL037w	TUB2-403	genetic	YPL241c	CIN2	Cell structure	14661025	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YGL027c	CWH41	genetic	YBR235w	YBR235W	Small molecule transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YCR044c	PER1	Other metabolism	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YDL006w	PTC1	Signal transduction	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YGL020c	SWF3	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YGL084c	GUP1	Lipid metabolism	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YGL115w	SNF4	Protein modification	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YGL200c	EMP24	Vesicular transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YHR030c	SLT2	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YJL095w	BCK1	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YLR087c	CSF1	Cell stress	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YMR214w	SCJ1	Protein folding	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YMR307w	GAS1	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YNL322c	KRE1	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YGL027c	CWH41	genetic	YNL322c	KRE1	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL027c	CWH41	genetic	YPL213w	LEA1	RNA splicing	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YBL031w	SHE1	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YCL016c	DCC1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YDR149c	YDR149C	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YDR150w	NUM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YDR424c	DYN2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YDR488c	PAC11	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YGL216w	KIP3	genetic	YER016w	BIM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YGL152c	YGL152C	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YGL173c	KEM1	RNA processing	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YGL216w	KIP3	genetic	YHR129c	ARP1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YHR191c	CTF8	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YGL216w	KIP3	genetic	YKR054c	DYN1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YLL049w	YLL049W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YMR078c	CTF18	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YMR294w	JNM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YMR299c	YMR299C	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YOR195w	SLK19	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YOR269w	PAC1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YPL174c	NIP100	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YPR135w	CTF4	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGL216w	KIP3	genetic	YPR141c	KAR3	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR032w	GSC2	genetic	YLR342w	FKS1	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YGR032w	GSC2	genetic	YLR342w	FKS1	Cell wall organization and biogenesis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YAL002w	VPS8	Vesicular transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YAL011w	SWC1	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YAL026c	DRS2	Vesicular transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YAR014c	BUD14	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBL007c	SLA1	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBL024w	NCL1	RNA processing	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBL051c	PIN4	RNA processing	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YGR078c	PAC10	genetic	YBR103w	SIF2	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBR107c	IML3	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBR108w	YBR108W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBR114w	RAD16	DNA repair	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBR171w	SEC66	Vesicular transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBR231c	AOR1	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YBR255w	YBR255W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YCL016c	DCC1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YCL029c	BIK1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YCR033w	SNT1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YCR044c	PER1	Other metabolism	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YCR082w	YCR082W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YCR086w	CSM1	Meiosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDL020c	RPN4	Protein degradation	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDL155w	CLB3	Cell cycle control	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDL170w	UGA3	Pol II transcription	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR144c	MKC7	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YGR078c	PAC10	genetic	YDR149c	YDR149C	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR150w	NUM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR183w	PLP1	Mating response	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR254w	CHL4	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR276c	PMP3	Small molecule transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR289c	RTT103	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR293c	SSD1	Cell cycle control	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR310c	SUM1	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR318w	MCM21	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR334w	SWR1	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR360w	YDR360W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR424c	DYN2	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR485c	VPS72	Vesicular transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YDR488c	PAC11	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YGR078c	PAC10	genetic	YEL031w	SPF1	Small molecule transport	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YEL038w	UTR4	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YEL039c	CYC7	Energy generation	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.01
YGR078c	PAC10	genetic	YEL041w	YEL041W	Unknown	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YGR078c	PAC10	genetic	YEL052w	AFG1	Protein folding	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.01
YGR078c	PAC10	genetic	YEL053c	MAK10	Protein modification	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YEL056w	HAT2	Chromatin/chromosome structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.03.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YEL061c	CIN8	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YER007w	PAC2	Cell structure	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YER016w	BIM1	Mitosis	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
YGR078c	PAC10	genetic	YER149c	PEA2	Cell polarity	14764870	901.01.01.01,902.01.09.02,902.01.01.02.02.02.01,902.01.01.02.02.05.01.02
